中文名稱,ENGLISH NAME,中文地址,ENGLISH ADDRESS,EASTING,NORTHING,DISTRICT,地區
?魚涌海濱花園,Quarry Bay Promenade,?魚涌海裕街,"Hoi Yu Street, Quarry Bay",840131.9,816832.7,EASTERN,東區
九龍寨城公園,Kowloon Walled City Park,九龍城東正道,"Tung Tsing Road,Kowloon City",837602.4,821401.2,KOWLOON CITY,九龍城
太平村遊樂場,Tai Ping Village Playground,西貢菠蘿輋路,"Po Lo Che Road, Sai Kung",845051.1,826823.9,SAI KUNG,西貢
大埔海濱公園,Tai Po Waterfront Park,大埔大發街,"Dai Fat Street, Tai Po",836487.3,834708.4,TAI PO,大埔
香港公園,Hong Kong Park,中環紅棉路19號,"19 Cotton Tree Drive, Central",834672,815383,CENTRAL & WESTERN,中西區
馬鞍山海濱長廊,Ma On Shan Promenade,馬鞍山寧泰路,"Ning Tai Road, Ma On Shan",840750.5,829948,SHA TIN,沙田
東涌北公園,Tung Chung North Park,東涌文東路29號,"No. 29 Man Tung Road, Tung Chung",812774,816896.3,ISLANDS,離島
鴨?洲風之塔公園,Ap Lei Chau Wind Tower Park,香港鴨?洲利枝道,"Lei Chi Road, Ap Lei Chau, Hong Kong",833802.6,811762.6,SOUTHERN,南區
石硤尾公園,Shek Kip Mei Park,深水?南昌街270號,"270 Nam Cheong Street, Sham Shui Po",835661,822169,SHAM SHUI PO,深水?
香港動植物公園,Hong Kong Zoological & Botanical Gardens,中西區雅賓利道,"Albany Road, Central & Western",834109,815425,CENTRAL & WESTERN,中西區
屯門公園,Tuen Mun Park,屯門屯門鄉事會路,"Tuen Mun Heung Sze Wui Road, Tuen Mun",815319.5,828090.2,TUEN MUN,屯門
南昌公園,Nam Cheong Park,九龍深旺道20號,"20 Sham Mong Road, Kowloon",834262.8,820563.6,SHAM SHUI PO,深水?
青衣公園,Tsing Yi Park,青衣青綠街,"Tsing Luk Street, Tsing Yi",828954.6,824116.8,KWAI TSING,葵青
牛池灣公園,Ngau Chi Wan Park,黃大仙牛池灣豐盛街71號,"71 Fung Shing Street, Ngau Chi Wan, Wong Tai Sin",840072.2,821899.4,WONG TAI SIN,黃大仙
南蓮園池,Nan Lian Garden,黃大仙鑽石山鳳德道60號,"Fung Tak Road, Diamond Hill, Wong Tai Sin",839116.5,822229,WONG TAI SIN,黃大仙
歌和老街公園,Cornwall Street Park,九龍塘歌和老街17號,"17 Cornwall Street, Kowloon Tong, Kowloon",835970.9,822201,SHAM SHUI PO,深水?
西九龍海濱長廊,West Kowloon Waterfront Promenade,西九龍填海區 (九龍柯士甸道西/雅翔道交界),West Kowloon Reclamation Area (J/O Austin Road West/ Nga Cheung Road),833969.6,817973.1,YAU TSIM MONG,油尖旺
環保大道寵物公園,Wan Po Road Pet Garden,西貢將軍澳環保大道,"Wan Po Road, Tseung Kwan O, Sai Kung",845745.7,818455.3,SAI KUNG,西貢
鴨?洲公園,Ap Lei Chau Park,香港香港仔鴨?洲大街,"Ap Lei Chau Main Street, Aberdeen, Hong Kong",834309.5,811819,SOUTHERN,南區
九龍公園,Kowloon Park,尖沙咀柯士甸道22號,"22 Austin Road, Tsim Sha Tsui",835581.3,817908.8,YAU TSIM MONG,油尖旺
寶翠公園,Po Tsui Park,將軍澳寶康路,"Po Hong Road, Tseung Kwan O",844110,820668,SAI KUNG,西貢
荃灣公園,Tsuen Wan Park,荃灣永順街59號,"59 Wing Shun Street, Tsuen Wan",829671,825329,TSUEN WAN,荃灣
香港單車館公園,Hong Kong Velodrome Park,將軍澳寶康路105-107號,"105-107 Po Hong Road, Tseung Kwan O",844935,819464.2,SAI KUNG,西貢
園圃街雀鳥花園,Yuen Po Street Bird Garden,旺角園圃街,"Yuen Po Street, Mongkok",835951.6,820749.9,YAU TSIM MONG,油尖旺
佐敦谷公園,Jordan Valley Park,觀塘新清水灣道71號,"No.71, New Clear Water Bay Road",840897,821201,KWUN TONG,觀塘
維多利亞公園,Victoria Park,銅鑼灣高士威道,"Causeway Road, Causeway Bay",837438,815965,EASTERN,東區
青衣東北公園,Tsing Yi Northeast Park,青衣?杆山路10號,"10, Tam Kon Shan Road, Tsing Yi",828227.8,824803.3,KWAI TSING,葵青
?魚涌公園,Quarry Bay Park,?魚涌近海堤街,"Near Hoi Tai Street, Quarry Bay",840251,816612.2,EASTERN,東區
新廈街遊樂場,San Ha Street Playground,新廈街,San Ha Street,843265.3,813948.3,EASTERN,東區
北區公園,North District Park,上水馬會道,"Jockey Club Road, Sheung Shui",831867.8,839924.2,NORTH,北區
馬鞍山公園,Ma On Shan Park,馬鞍山鞍駿街12號,"12 On Chun Street, Ma On Shan",841859.3,831992.7,SHA TIN,沙田
將軍澳海濱公園,Tseung Kwan O Waterfront Park,西貢將軍澳唐俊街,"Tong Chun Street, Tseung Kwan O, Sai Kung",844979.7,818126,SAI KUNG,西貢
柴灣公園,Chai Wan Park,柴灣翠灣街柴灣公園,"Chai Wan Park, Tsui Wan Street, Chai Wan",842618.3,814162.8,EASTERN,東區
黃泥涌道新月花園,Wong Nai Chung Road Crescent Garden,香港跑馬地黃泥涌道,"Wong Nai Chung Road, Happy Valley, Hong Kong",837031.8,814596.9,WAN CHAI,灣仔區
中葵涌公園,Central Kwai Chung Park,葵涌新葵街,"San Kwai Street, Kwai Chung",831741.1,824230,KWAI TSING,葵青
荔枝角公園,Lai Chi Kok Park,荔枝角荔灣道1號,"1 Lai Wan Road, Lai Chi Kok",832158.8,822267.6,SHAM SHUI PO,深水?
寶康公園,Po Hong Park,將軍澳運隆路,"Wan Lung Road, Tseung Kwan O",844591,819977,SAI KUNG,西貢
元朗公園,Yuen Long Park,元朗元朗公園北路,"Town Park Road North, Yuen Long",820009,833684,YUEN LONG,元朗
中文名稱,ENGLISH NAME,中文地址,ENGLISH ADDRESS,EASTING,NORTHING,COUNTRY PARK,郊野公園
東龍洲營地,Tung Lung Chau Camp Site,東龍洲,Tung Lung Chau,848540,812971,TUNG LUNG FORT SPECIAL AREA,東龍洲特別地區
石欖洲營地,Shek Lam Chau Camp Site,石欖洲,Shek Lam Chau,808061,808302,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園
南山營地,Nam Shan Camp Site,南山,Nam Shan,816614,812735,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園
三椏涌營地,Sam A Chung Camp Site,三椏涌,Sam A Chung,845870,840781,PLOVER COVE COUNTRY PARK,船灣郊野公園
大浪灣營地,Tai Long Wan Camp Site,大浪灣,Tai Long Wan,805454,808322,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園
涌背營地,Chung Pui Camp Site,涌背,Chung Pui,843065,838658,PAT SIN LENG COUNTRY PARK,八仙嶺郊野公園
黃石營地,Wong Shek Camp Site,黃石,Wong Shek,852673,832794,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園
流水響營地,Lau Shui Heung Camp Site,流水響,Lau Shui Heung,835260,839090,PAT SIN LENG COUNTRY PARK,八仙嶺郊野公園
水浪窩營地,Shui Long Wo Camp Site,水浪窩,Shui Long Wo,846391,829276,MA ON SHAN COUNTRY PARK,馬鞍山郊野公園
白富田營地,Pak Fu Tin Camp Site,白富田,Pak Fu Tin,817426,812573,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園
怡庭營地,Yee Ting Camp Site,北潭路,Pak Tam Road,851543,829670,SAI KUNG WEST COUNTRY PARK,西貢西郊野公園
東平洲營地,Tung Ping Chau Camp Site,東平洲,Tung Ping Chau,863447,844573,PLOVER COVE (EXTENSION) COUNTRY PARK,船灣(擴建部分)郊野公園
白臘營地,Pak Lap Camp Site,白臘,Pak Lap,855649,824468,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園
大網仔營地,Tai Mong Tsai Campsite,大網仔,Tai Mong Tsai,849745.6,827373.1,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園
降下坳營地,Kong Ha Au Campsite,降下坳,Kong Ha Au,841924.3,841659.8,PAT SIN LENG COUNTRY PARK,八仙嶺郊野公園
大灘營地,Tai Tan Camp Site,大灘,Tai Tan,852415,833041,SAI KUNG WEST COUNTRY PARK,西貢西郊野公園
荃錦營地,Twisk Camp Site,荃錦,Twisk,828685,829725,TAI LAM COUNTRY PARK,大欖郊野公園
灣仔西營地,Wan Tsai West Camp Site,灣仔西,Wan Tsai West,852862,836185,SAI KUNG WEST COUNTRY PARK (WAN TSAI EXTENSION),西貢西郊野公園(灣仔擴建部分)
北潭凹營地,Pak Tam Au Camp Site,北潭凹,Pak Tam Au,852634,831517,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園
狗嶺涌營地,Kau Ling Chung Camp Site,狗嶺涌,Kau Ling Chung,803978,807353,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園
鶴藪營地,Hok Tau Camp Site,鶴藪,Hok Tau,836361,839867,PAT SIN LENG COUNTRY PARK,八仙嶺郊野公園
田夫仔營地,Tin Fu Tsai Camp Site,田夫仔,Tin Fu Tsai,824855,827876,TAI LAM COUNTRY PARK,大欖郊野公園
籮箕灣營地,Lo Kei Wan Camp Site,籮箕灣,Lo Kei Wan,809285,808181,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園
昂坪營地,Ngong Ping Camp Site,昂坪(大嶼山),Ngong Ping (Lantau),809194.2,812925.6,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園
鉛礦坳營地,Lead Mine Pass Camp Site,鉛礦坳,Lead Mine Pass,834303,830223,SHING MUN COUNTRY PARK,城門郊野公園
曝罟灣營地,Po Kwu Wan Camp Site,曝罟灣,Po Kwu Wan,851720,827006,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園
猴塘溪營地,Hau Tong Kai Camp Site,猴塘溪,Hau Tong Kai,851694,833520,SAI KUNG WEST COUNTRY PARK,西貢西郊野公園
西灣營地,Sai Wan Camp Site,西灣,Sai Wan,856310,829204,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園
石壁營地,Shek Pik Camp Site,石壁,Shek Pik,806683.1,810047.2,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園
河背營地,Ho Pui Camp Site,河背,Ho Pui,825439,830076,TAI LAM COUNTRY PARK,大欖郊野公園
十塱營地,Shap Long Camp Site,十塱,Shap Long,816816,810990,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園
牙鷹角營地,Nga Ying Kok Camp Site,牙鷹角,Nga Ying Kok,802863,811159,LANTAU NORTH COUNTRY PARK,北大嶼郊野公園
元五墳營地,Yuen Ng Fan Camp Site,元五墳,Yuen Ng Fan,852238,826553,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園
嶂上營地,Cheung Sheung Camp Site,嶂上,Cheung Sheung,850160,831898,SAI KUNG WEST COUNTRY PARK,西貢西郊野公園
扶輪公園營地,Rotary Club Park Camp Site,荃錦坳,Tsuen Kam Au,828877,829533,TAI MO SHAN COUNTRY PARK,大帽山郊野公園
浪茄灣營地,Long Ke Wan Camp Site,浪茄灣,Long Ke Wan,856694,826026,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園
萬丈布營地,Man Cheung Po Camp Site,萬丈布,Man Cheung Po,804271,810249,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園
煎魚灣營地,Tsin Yue Wan Camp Site,煎魚灣,Tsin Yue Wan,801912,807819,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園
鹹田灣營地,Ham Tin Wan Camp Site,鹹田灣,Ham Tin Wan,856595.2,830048.2,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園
昂平營地,Ngong Ping Camp Site,昂平 (馬鞍山),Ngong Ping (Ma On Shan),843917.9,828189.8,MA ON SHAN COUNTRY PARK,馬鞍山郊野公園
灣仔南營地,Wan Tsai South Camp Site,灣仔南,Wan Tsai South,853277,835802,SAI KUNG WEST COUNTRY PARK (WAN TSAI EXTENSION),西貢西郊野公園(灣仔擴建部分)
環境保護署區域辦事處(南)顧客服務?,EPD Regional Office (South) Customer Service Counter,香港?魚涌海灣街1號華懋交易廣場2樓,"2/F, Chinachem Exchange Square, 1 Hoi Wan Street, Quarry Bay, Hong Kong",839868,816573,,
環境保護署修頓中心辦事處顧客服務?,EPD Southorn Centre Office Customer Service Counter,香港灣仔軒尼詩道130號修頓中心28樓,"28/F, Southorn Centre, 130 Hennessy Road, Wan Chai, Hong Kong",835834,815391,,
環境保護署稅務大樓辦事處顧客服務?,EPD Revenue Tower Office Customer Service Counter,香港灣仔告士打道5號稅務大樓33樓,"33/F, Revenue Tower, 5 Gloucester Road,Wan Chai, Hong Kong",835749,815637,,
環境保護署區域辦事處(北)顧客服務?,EPD Regional Office (North) Customer Service Counter,新界沙田上禾輋路1號沙田政府合署10樓,"10/F, Sha Tin Government Offices, 1 Sheung Wo Che Road, Sha Tin, New Territories",837301,827369,,
環境保護署區域辦事處(東)顧客服務?,EPD Regional Office (East) Customer Service Counter,九龍九龍灣臨樂街19號南豐商業中心5樓,"5/F, Nan Fung Commercial Centre, 19 Lam Lok Street, Kowloon Bay, Kowloon",839446,820424,,
車輛排放批核服務?,Vehicle Emission Approval Service Counter,香港灣仔告士打道5號稅務大樓4518室,"Rm 4518, Revenue Tower, 5 Gloucester Road, Wan Chai, Hong Kong",835749,815637,,
車輛黑煙管制服務?,Smoky Vehicle Control Service Counter,香港灣仔告士打道5號稅務大樓34樓,"34/F, Revenue Tower, 5 Gloucester Road, Wan Chai, Hong Kong",835749,815637,,
環境保護署區域辦事處(西)顧客服務?,EPD Regional Office (West) Customer Service Counter,新界荃灣西樓角路38號荃灣政府合署8樓,"8/F, Tsuen Wan Government Offices, 38 Sai Lau Kok Road, Tsuen Wan, New Territories",829905,826162,,
環境保護署長沙灣政府合署辦事處顧客服務?,EPD Cheung Sha Wan Government Offices Customer Service Counter,九龍長沙灣道303號長沙灣政府合署8樓,"8/F, Cheung Sha Wan Government Offices, 303 Cheung Sha Wan Road, Kowloon",834557,821410,,
中文名稱,ENGLISH NAME,中文地址,ENGLISH ADDRESS,EASTING,NORTHING,COUNTRY PARK,郊野公園
大潭篤水塘燒烤區,Tai Tam Tuk Reservoir Barbecue Area,"大潭篤水塘燒烤區 一, 二, 三, 四號場","Tai Tam Tuk Reservoir Barbecue Area Site No. 1, 2, 3, 4",840508,811670,TAI TAM COUNTRY PARK,大潭郊野公園
荃錦燒烤區及扶輪燒烤場,Twisk Barbecue Area and Rotary Barbecue Site,"荃錦燒烤區 一, 二號場及扶輪燒烤場","Twisk Barbecue Area Site No. 1, 2 and Rotary Barbecue Site",828888.2,829636,TAI LAM COUNTRY PARK,大欖郊野公園
城門燒烤區,Shing Mun Barbecue Area,"城門燒烤區 一, 三, 四, 五, 六, 七, 八, 九號場","Shing Mun Barbecue Area Site No. 1, 3, 4, 5, 6, 7, 8, 9",832852.1,826624.8,SHING MUN COUNTRY PARK,城門郊野公園
新娘潭路燒烤區-新娘潭段,Bride's Pool Rd Barbecue Area - Bride's Pool Section,"新娘潭路燒烤區 十五, 十六, 十七, 十八, 十九, 二十號場","Bride's Pool Rd Barbecue Site No. 15, 16, 17, 18, 19, 20",842345.5,840549.9,PLOVER COVE COUNTRY PARK,船灣郊野公園
西沙路燒烤區,Sai Sha Road Barbecue Area,"西沙路燒烤區 一, 二, 三, 四, 五, 六, 七號場及水浪窩燒烤地點","Sai Sha Road Barbecue Area Site No. 1, 2, 3, 4, 5, 6, 7 and Shui Long Wo Barbecue Site",846359.7,829786.3,MA ON SHAN COUNTRY PARK,馬鞍山郊野公園
北潭涌燒烤區,Pak Tam Chung Barbecue Area,"北潭涌燒烤區 一, 二, 三, 四, 五, 六號場及北潭涌傷健樂園燒烤地點","Pak Tam Chung Barbecue Area Site No. 1, 2, 3, 4, 5, 6 and Pak Tam Chung Barbecue Site for Handicap",850853,829025.7,SAI KUNG WEST COUNTRY PARK,西貢西郊野公園
新娘潭路燒烤區-涌背段,Bride's Pool Road Barbecue Area - Chung Pui Section,"新娘潭路燒烤區 一, 二, 三, 四, 五, 六, 七, 八, 九號場","Bride's Pool Road Barbecue Area Site No. 1, 2, 3, 4, 5, 6, 7, 8, 9",843078.7,838212.1,PAT SIN LENG COUNTRY PARK,八仙嶺郊野公園
石梨貝水塘燒烤區,Shek Lei Pui Reservoir Barbecue Area,"石梨貝水塘燒烤區 一, 二, 三號場","Shek Lei Pui Reservoir Barbecue Area Site No. 1, 2, 3",833332.3,823333.6,KAM SHAN COUNTRY PARK,金山郊野公園
鶴藪水塘燒烤區,Hok Tau Reservoir Barbecue Area,"鶴藪水塘燒烤區 一, 二, 三, 四, 五, 六號場","Hok Tau Reservoir Barbecue Area Site No. 1, 2, 3, 4, 5, 6",836666.8,839605.7,PAT SIN LENG COUNTRY PARK,八仙嶺郊野公園
南山燒烤區及白富田燒烤區,Nam Shan Barbecue Area and Pak Fu Tin Barbecue Area,"南山燒烤區 一, 二號場及白富田燒烤區","Nam Shan Barbecue Area Site No. 1, 2 and Pak Fu Tin Barbecue Area",816836.1,812973.7,LANTAU SOUTH COUNTRY PARK,南大嶼郊野公園
海下燒烤區,Hoi Ha Barbecue Area,"海下燒烤區 一, 二號場","Hoi Ha Barbecue Area Site No. 1, 2",851605,835446.6,SAI KUNG WEST COUNTRY PARK,西貢西郊野公園
大網仔燒烤區,Tai Mong Tsai Barbecue Area,"大網仔燒烤區 一, 二, 三, 四, 五, 六, 七號場","Tai Mong Tsai Barbecue Area Site No. 1, 2, 3, 4, 5, 6, 7",847224.4,828459,SAI KUNG WEST COUNTRY PARK,西貢西郊野公園
紅梅谷燒烤區,Hung Mui Kuk Barbecue Area,紅梅谷自然教育徑,Hung Mui Kuk Nature Trail,836740,824956,LION ROCK COUNTRY PARK,獅子山郊野公園
九龍水塘燒烤區,Kowloon Reservoir Barbecue Area,"九龍水塘燒烤區 三, 四, 五號場及孖指徑燒烤場","Kowloon Reservoir Barbecue Area Site No. 3, 4, 5 & Ma Tsz Keng Barbecue Site",834120.1,823786.2,KAM SHAN COUNTRY PARK,金山郊野公園
香港仔水塘燒烤區,Aberdeen Reservoir Barbecue Area,"香港仔水塘燒烤 一, 二, 三, 四, 五, 六號埸","Aberdeen Reservoir Barbecue Site No. 1, 2, 3, 4, 5, 6",834886.9,813038.6,ABERDEEN COUNTRY PARK,香港仔郊野公園
大尾篤燒烤區,Tai Mei Tuk Barbecue Area,大尾篤家樂徑,Tai Mei Tuk Family Walk,842042.9,836552.6,PLOVER COVE COUNTRY PARK,船灣郊野公園
流水響水塘燒烤區,Lau Shui Heung Reservoir Barbecue Area,"流水響水塘燒烤區 一, 二, 三, 四, 五, 六號場","Lau Shui Heung Reservoir Barbecue Area Site No. 1, 2, 3, 4, 5, 6",835515.3,839523.1,PAT SIN LENG COUNTRY PARK,八仙嶺郊野公園
柏架山道燒烤區及康山燒烤地點,Mount Parker Road Barbecue Area and Kornhill Barbecue Site,"柏架山道燒烤區 一, 二, 三, 四號場及康山燒烤地點","Mount Parker Road Barbecue Area Site No. 1, 2, 3, 4 and Kornhill Barbecue Site",839805.1,814971.8,TAI TAM COUNTRY PARK (QUARRY BAY EXTENSION),大潭郊野公園(?魚涌擴建部分)
黃石燒烤區,Wong Shek Barbecue Area,"黃石燒烤區 一, 二, 三, 四, 五號場","Wong Shek Barbecue Area Site No. 1, 2, 3, 4, 5",852668.7,832967.7,SAI KUNG EAST COUNTRY PARK,西貢東郊野公園
大棠燒烤區,Tai Tong Barbecue Area,"大棠燒烤區 一 二, 三, 四, 五, 六, 七號場","Tai Tong Barbecue Area Site No. 1, 2, 3, 4, 5, 6, 7",821491.5,829989.3,TAI LAM COUNTRY PARK,大欖郊野公園
大坑墩燒烤區,Tai Hang Tun Barbecue area,大坑墩,Tai Hang Tun,848929.3,816821.1,CLEAR WARER BAY COUNTRY PARK,清水灣郊野公園
大潭燒烤區,Tai Tam Barbecue Area,"大潭燒烤區 一, 二, 三, 四, 五, 六, 七號場","Tai Tam Barbecue Area Site No. 1, 2, 3, 4, 5, 6, 7",838876.8,813336,TAI TAM COUNTRY PARK,大潭郊野公園
中文名稱,ENGLISH NAME,中文地址,ENGLISH ADDRESS,EASTING,NORTHING,DISTRICT,地區
南灣泳灘,South Bay Beach,淺水灣南灣道,"South Bay Road, Repulse Bay",838396.3,809589.7,SOUTHERN,南區
廈門灣泳灘,Hap Mun Bay Beach,西貢橋咀洲,"Sharp Island, Sai Kung",848532.7,824198.2,SAI KUNG,西貢
雙仙灣泳灘,Gemini Beaches,荃灣青山公路12咪,"12 milestone, Castle Peak Road, Tsuen Wan",825173.6,824988.3,TSUEN WAN,荃灣
加多利灣泳灘,Kadoorie Beach,屯門青山公路18?咪,"18? milestone, Castle Peak Road, Tuen Mun",816126,826389,TUEN MUN,屯門
青山灣泳灘,Castle Peak Beach,屯門青山公路19咪,"19 milestone, Castle Peak Road, Tuen Mun",815980.1,826700.1,TUEN MUN,屯門
貝澳泳灘,Pui O Beach,大嶼山貝澳,"Pui O, Lantau Island",815554.7,811264.5,ISLANDS,離島
石澳泳灘,Shek O Beach,石澳石澳道,"Shek O Road, Shek O",843878.1,810003.4,SOUTHERN,南區
舊咖啡灣泳灘,Cafeteria Old Beach,屯門青山公路18?咪,"18? milestone, Castle Peak Road, Tuen Mun",816344.9,826304.7,TUEN MUN,屯門
清水灣第一灣泳灘,Clear Water Bay First Beach,西貢大環頭清水灣道,"Tai Wan Tau, Clear Water Bay Road, Sai Kung",848036.2,816918.2,SAI KUNG,西貢
赤柱正灘泳灘,Stanley Main Beach,赤柱赤柱灘道,"Stanley Beach Road, Stanley",840097.7,809175.4,SOUTHERN,南區
橋咀泳灘,Kiu Tsui Beach,西貢橋咀洲,"Kiu Tsui, Sharp Island, Sai Kung",847737.6,825412.8,SAI KUNG,西貢
聖士提反灣泳灘,St. Stephen's Beach,赤柱黃麻角徑,"Wong Ma Kok Path, Stanley",840190.6,808294.7,SOUTHERN,南區
深水灣泳灘,Deep Water Bay Beach,深水灣香島道,"Island Road, Deep Water Bay",837384.8,811748.6,SOUTHERN,南區
銀礦灣泳灘,Silver Mine Bay Beach,大嶼山梅窩東灣頭路,"Tong Wan Tau Road, Mui Wo, Lantau Island",817933.5,814600.5,ISLANDS,離島
舂坎角泳灘,Chung Hom Kok Beach,舂坎角舂坎角道,"Chung Hom Kok Road, Chung Hom Kok",838870.7,808793.2,SOUTHERN,南區
三星灣泳灘,Trio Beach,西貢三星灣(白沙灣區),"Trio(Hebehaven), Sai Kung",845635.7,824285.7,SAI KUNG,西貢
海美灣泳灘,Hoi Mei Wan Beach,荃灣青山公路11?咪,"11? milestone, Castle Peak Road, Tsuen Wan",825348.3,825076.7,TSUEN WAN,荃灣
近水灣泳灘,Approach Beach,荃灣青山公路10咪半,"10? milestone, Castle Peak Road, Tsuen Wan",826945.7,825368.4,TSUEN WAN,荃灣
大浪灣泳灘,Big Wave Bay Beach,石澳大浪灣道,"Big Wave Bay Road, Shek O",843494.7,811966.8,SOUTHERN,南區
釣魚灣泳灘,Anglers' Beach,荃灣青山公路13咪,"13 milestone, Castle Peak Road, Tsuen Wan",823803.9,825071.4,TSUEN WAN,荃灣
洪聖爺灣泳灘,Hung Shing Yeh Beach,南丫島榕樹灣,"Yung Shue Wan, Lamma Island",830373.1,808907.9,ISLANDS,離島
上長沙泳灘,Upper Cheung Sha Beach,大嶼山嶼南路,"South Lantau Road, Lantau Island",811986,810230.2,ISLANDS,離島
蘆鬚城泳灘,Lo So Shing Beach,南丫島索罟灣,"Sok Kwu Wan, Lamma Island",830683.4,807317.4,ISLANDS,離島
龜背灣泳灘,Turtle Cove Beach,赤柱大潭道,"Tai Tam Road, Stanley",841043.2,810481.1,SOUTHERN,南區
夏萍灣泳灘,Hair Pin Beach,赤柱赤柱灘道,"Stanley Beach Road, Stanley",840183.1,809506.6,SOUTHERN,南區
中灣泳灘,Middle Bay Beach,淺水灣南灣道,"South Bay Road, Repulse Bay",838470.5,810126.3,SOUTHERN,南區
舂坎角公園,Chung Hom Kok Park,香港舂坎角道,"Chung Hom Kok Road, Hong Kong",838436.2,808006.6,SOUTHERN,南區
大浪灣郊遊區,Big Wave Bay Picnic Area,香港石澳大浪灣道,"Big Wave Bay Road, Shek O, Hong Kong",843760.1,811263.2,SOUTHERN,南區
獅子山公園,Lion Rock Park,九龍黃大仙竹園道,"Chuk Yuen Road, Wong Tai Sin, Kowloon",836987.9,822874.3,WONG TAI SIN,黃大仙
大美督燒烤場,Tai Mei Tuk Barbecue Area,大埔大美督路,Tai Po Tai Mei Tuk Road,842021.7,836875.1,TAI PO,大埔
寶珠潭燒烤場,Po Chu Tam BBQ Area,大嶼山大澳,"Tai O, Lantau Island",803826.8,813264.7,ISLANDS,離島
石澳海角郊遊區,Shek O Headland Picnic Area,香港石澳山仔路,"Shek O Headland Road, Shek O, Hong Kong",844579.7,810151.3,SOUTHERN,南區
桂地街花園,Kwei Tei Street Garden,沙田火炭桂地街,"Kwei Tei Street, Fo Tan, Sha Tin",837728.3,828955.5,SHA TIN,沙田
蘆荻灣燒烤場,Lo Tik Wan Barbecue Area,南丫島蘆荻灣,"Lo Tik Wan, Lamma",831044,809456.8,ISLANDS,離島
樂信徑燒烤場,Lok Shun Path Barbecue Area,沙田火炭樂信徑,"Lok Shun Path, Sha Tin",838579.8,828845.8,SHA TIN,沙田
瀑布灣公園,Waterfall Bay Park,香港香港仔華富?瀑布灣道,"Waterfall Bay Road, Wah Fu Estate, Aberdeen, Hong Kong",831823.9,812590,SOUTHERN,南區
坪洲東灣燒烤場,"Tung Wan Barbecue Area, Peng Chau",坪洲東灣,"Tung Wa, Peng Chau",822158.2,816467.4,ISLANDS,離島
張保仔洞郊遊區,Cheung Po Chai Cave Picnic Area,長洲張保仔路,"Cheung Po Chai Road, Cheung Chau",819911.4,806921,ISLANDS,離島
塘福燒烤場,Tong Fuk Barbecue Area,大嶼山塘福,"Tong Fuk, Lantau Island",811212.2,809793.4,ISLANDS,離島
橫台山遊樂場,Wang Toi Shan Playground,元朗八鄉粉錦公路橫台山,"Wang Toi Shan, Fan Kam Road, Pat Heung, Yuen Long",827828.3,833564.7,YUEN LONG,元朗
蝴蝶灣公園,Butterfly Beach Park,屯門龍門路第45B區,"Lung Mun Road, Area 45 B, Tuen Mun",813755,826087,TUEN MUN,屯門
鶴咀海岸保護區,Cape D'Aguilar Marine Reserve,鶴咀,Cape D'Aguilar,844700,807605,,
海下灣海岸公園,Hoi Ha Wan Marine Park,海下灣,Hoi Ha Wan,852550,837005,,
東平洲海岸公園,Tung Ping Chau Marine Park,東平洲,Tung Ping Chau,862800,844905,,
沙洲及龍鼓洲海岸公園,Sha Chau & Lung Kwu Chau Marine Park,沙洲及龍鼓洲,Sha Chau & Lung Kwu Chau,805700,826005,,
大小磨刀海岸公園,The Brothers Marine Park,大小磨刀海岸公園,The Brothers Marine Park,815482.6,821553.6,,
印洲塘海岸公園,Yan Chau Tong Marine Park,印洲塘,Yan Chau Tong,847992,842101,,
西貢郊野公園遊客中心,Sai Kung Visitor Centre,西貢大網仔路,"Tai Mong Tsai Road, Sai Kung",850959,828740,,
船灣郊野公園遊客中心,Plover Cove Visitor Centre,大埔新娘潭路,"Bride's Pool Road, Tai Po",842355,837410,,
昂坪自然中心,Ngong Ping Nature Centre,大嶼山昂坪市集,"Ngong Ping Market, Lantau",808058,813040,,
香港仔樹木廊,Aberdeen Tree Centre,南區香港仔水塘道,"Aberdeen Reservoir Road, Southern",834462,812800,,
清水灣郊野公園遊客中心,Clear Water Bay Visitor Centre,西貢清水灣道十三咪半,"Clear Water Bay Road, Sai Kung",849056,816876,,
瀕危物種資源中心,Endangered Species Resource Centre,長沙灣道303號長沙灣政府合署六樓,"6th floor, 303 Cheung Sha Wan Road,Cheung Sha Wan Government Offices.",834557,821410,,
