LOCALITY,District,Northing_m,Easting_m
WATERLOO ROAD,,820495,836427
ARGYLE STREET,,820754,837294
MA TAU CHUNG ROAD,,820691,837510
KOWLOON CITY FERRY PIER,,819861,838027
HUNG HOM ROAD,,819105,837642
WAN HOI STREET,,818558,837831
TAK ON STREET,,818310,837808
SHUNG KING STREET,,818278,837544
"HARBOUR PLACE, HUNG HOM",,818169,837282
HARBOURFRONT HORIZON,,817906,837013
TSIM SHA TSUI PROMENADE,,817682,836521
SCIENCE MUSEUM ROAD,,817878,836576
HONG CHONG ROAD,,818133,836574
CHATHAM ROAD SOUTH,,817422,836083
HAIPHONG ROAD,,817682,835470
CANTON ROAD,,818138,835339
NGA CHEUNG ROAD,,818541,834590
JORDAN ROAD,,818505,835345
PUBLIC SQUARE STREET,,818972,835375
FERRY STREET,,819407,835286
NEW CLEAR WATER BAY ROAD,,821521,841019
SHUN LEE ESTATE,,821368,841236
SHUN LEE TSUEN ROAD,,820646,841257
KUNG LOK ROAD,,819926,840979
KWUN TONG ROAD,,819370,841073
LEI YUE MUN ROAD,,819074,841591
WAI FAT ROAD,,818649,841181
KOWLOON BAY,,819760,839760
KAI CHEUNG ROAD,,820673,839213
WANG KWONG ROAD,,821335,839186
CHOI HUNG ESTATE,,821704,839246
PRINCE EDWARD ROAD EAST,,821760,838759
ROBERT BLACK HEALTH CENTRE,,821511,838216
CARPENTER ROAD,,821261,837949
CLEAR WATER BAY ROAD,,822045,844719
CLEAR WATER BAY ROAD,,821299,845059
CLEAR WATER BAY ROAD,,820926,845376
CLEAR WATER BAY ROAD,,820715,845553
CLEAR WATER BAY ROAD,,820377,845821
HANG HAU ROAD,,820164,845832
CHIU SHUN ROAD,,819562,845772
PO NING LANE,,819956,845730
PO NING ROAD,,820040,845427
PO LAM ROAD NORTH,,820398,844944
PO LAM ROAD NORTH,,820432,844917
PO LAM ROAD NORTH,,820750,844712
PO LAM ROAD NORTH,,820981,844275
PO LAM ROAD NORTH,,820819,843944
TSUI LAM ROAD,,820395,843757
LAM SHING ROAD,,820022,844216
PO LAM ROAD SOUTH,,819800,844083
PO LAM ROAD,,819988,843660
PO LAM ROAD,,820075,843316
WAN PO ROAD,,819134,845471
WAN PO ROAD,,819574,844931
PO SHUN ROAD,,819427,844664
TSEUNG KWAN O,,818887,844371
PO SHUN ROAD,,818693,844374
CHUI LING ROAD,,818234,843986
O KING ROAD,,817828,844273
O KING ROAD,,818047,843924
O KING ROAD,,818094,843397
PIK WAN ROAD,,817960,842969
KO CHIU ROAD,,817552,843004
CHA KWO LING ROAD,,817349,842570
SHUNG SHUN STREET,,816911,842402
CHA KWO LING ROAD,,817811,842070
CHA KWO LING ROAD,,817849,841693
EASTERN HARBOUR CROSSING,,817980,842000
LAGUNA CITY,,818359,841514
TAI MONG TSAI ROAD,,828603,847508
TAI MONG TSAI ROAD,,828312,847807
TAI MONG TSAI ROAD,,827893,848005
TAI MONG TSAI ROAD,,827786,848401
TAI MONG TSAI ROAD,,828027,848669
TAI MONG TSAI ROAD,,827697,849201
TAI MONG TSAI ROAD,,827485,849388
TAI MONG TSAI ROAD,,827521,849596
TAI MONG TSAI ROAD,,827908,849742
TAI MONG TSAI ROAD,,828254,850380
TAI MONG TSAI ROAD,,828404,850731
TAI MONG TSAI ROAD,,828774,851085
TAI MONG TSAI ROAD,,828981,851371
PAK TAM ROAD,,829604,851565
PAK TAM ROAD,,830073,851588
PAK TAM ROAD,,830466,851810
PAK TAM ROAD,,830877,852042
PAK TAM ROAD,,831399,852270
PAK TAM ROAD,,831655,852268
PAK TAM ROAD,,831951,852097
PAK TAM ROAD,,832354,851753
PAK TAM ROAD,,832621,851854
HOI HA ROAD,,832979,851624
HOI HA ROAD,,833146,851598
HOI HA ROAD,,833676,851828
HOI HA ROAD,,834183,851729
HOI HA ROAD,,834514,851290
HOI HA ROAD,,835132,851515
HOI HA ROAD,,835610,851832
TAI MONG TSAI ROAD,,828589,851711
TAI MONG TSAI ROAD,,828399,852079
SAI KUNG MAN YEE ROAD,,827958,852301
SAI KUNG MAN YEE ROAD,,827616,852574
SAI KUNG MAN YEE ROAD,,827123,852503
SAI KUNG MAN YEE ROAD,,826919,852617
SAI KUNG MAN YEE ROAD,,826393,852937
SAI KUNG MAN YEE ROAD,,825697,853416
SAI KUNG MAN YEE ROAD,,825323,853705
SAI KUNG MAN YEE ROAD,,825011,853978
SAI KUNG MAN YEE ROAD,,824707,854226
SAI KUNG MAN YEE ROAD,,824746,854483
SAI KUNG MAN YEE ROAD,,824964,854706
SAI KUNG MAN YEE ROAD,,824487,855242
SAI KUNG MAN YEE ROAD,,824516,855547
SAI KUNG MAN YEE ROAD,,824548,855848
SAI KUNG MAN YEE ROAD,,824608,856309
CLEAR WATER BAY ROAD,,820012,846178
CLEAR WATER BAY ROAD,,819371,847190
CLEAR WATER BAY ROAD,,818916,847387
CLEAR WATER BAY ROAD,,818385,847408
CLEAR WATER BAY ROAD,,817923,847659
TAI AU MUN ROAD,,817171,847918
TAI AU MUN ROAD,,816930,847883
TAI AU MUN ROAD,,816656,847595
TAI AU MUN ROAD,,816433,847600
TAI AU MUN ROAD,,816195,847635
TAI AU MUN ROAD,,815855,847586
TAI AU MUN ROAD,,815530,847782
TAI AU MUN ROAD,,815434,848024
TAI AU MUN ROAD,,814954,848056
TAI MIU AU,,814763,848046
TAI MIU AU,,814617,847973
ROUTE TWISK,,826293,830319
ROUTE TWISK,,826368,830040
ROUTE TWISK,,826754,829675
ROUTE TWISK,,826973,829586
"ROUTE TWISK, TSUEN WAN",,827202,829194
ROUTE TWISK,,827463,829118
ROUTE TWISK,,827805,828851
ROUTE TWISK,,828023,828810
ROUTE TWISK,,828013,828567
ROUTE TWISK,,828464,828753
ROUTE TWISK,,828446,829219
ROUTE TWISK,,828778,829366
ROUTE TWISK,,829114,829057
ROUTE TWISK,,829263,828878
CASTLE PEAK ROAD,,825487,828013
TING KAU,,825476,827590
TING KAU,,825477,826757
TING KAU,,825612,826059
TING KAU,,825038,825233
SHAM TSENG,,824989,824845
SHAM TSENG,,825251,824054
TSING LUNG TAU,,825079,823728
TSING LUNG TAU,,824803,823270
TSING LUNG TAU,,824771,822765
TSING LUNG TAU,,824907,822810
TSING LUNG TAU,,824555,822229
TSING LUNG TAU,,824359,821906
TSING LUNG TAU,,824118,821342
TSING LUNG TAU,,824041,820571
"CASTLE PEAK ROAD, TAI LAM",,824135,820239
"CASTLE PEAK RD, TAI LAM KOK",,824357,820011
TAI LAM CHUNG,,824837,820012
SAI KUNG MAN YEE ROAD,,824604,855068
Kwai Tsing Celebration of Reunification Health Trail,,823139,827876
Kwai Tsing Celebration of Reunification Health Trail,,823223,827882
Kwai Tsing Celebration of Reunification Health Trail,,823257,827772
Kwai Tsing Celebration of Reunification Health Trail,,823328,827628
Kwai Tsing Celebration of Reunification Health Trail,,823395,827575
Kwai Tsing Celebration of Reunification Health Trail,,823544,827289
Kwai Tsing Celebration of Reunification Health Trail,,823835,827226
Kwai Tsing Celebration of Reunification Health Trail,,824120,827513
Kwai Tsing Celebration of Reunification Health Trail,,824136,827671
LIU TO ROAD,,824160,827723
LIU TO ROAD,,824094,828094
FUNG SHUE WO ROAD,,824112,828594
TSING SUM STREET,,823752,828546
SHEUNG KO TAN STREET,,823509,828935
CHING HONG ROAD,,823324,828642
TAM KON SHAN ROAD,,824621,828098
TSING YI NORTH COASTAL ROAD,,824633,827732
TSING YI NORTH COASTAL ROAD,,824632,827282
SAI TSO WAN ROAD,,822435,827762
SAI TSO WAN ROAD,,822801,827420
KAM CHUK KOK,,823274,826920
KAM CHUK KOK,,823600,826770
SAI SHA ROAD,,831725,845137
SAI O,,832787,844215
"YAN YEE ROAD, SAI KUNG",,828374,848669
"YAN YEE ROAD, SAI KUNG",,828727,848951
TAI MONG TSAI ROAD,,828586,850921
TAI MONG TSAI ROAD,,828922,851527
TAI MONG TSAI ROAD,,828827,851583
SAI KUNG MAN YEE ROAD,,826077,853147
SHING MUN ROAD,,826985,832305
SHING MUN ROAD,,827083,832513
SHING MUN ROAD,,827265,832859
"TAI CHAM KOI, SAI KUNG",,828752,852373
YUNG SHUE AU,,829856,846640
YUNG SHUE AU,,830077,846560
YUNG SHUE AU,,830346,846518
YUNG SHUE AU,,830484,846480
YUNG SHUE AU,,830717,846438
YUNG SHUE AU,,830879,846485
YUNG SHUE AU,,831082,846574
YUNG SHUE AU,,831105,846696
YUNG SHUE AU,,831153,846818
YUNG SHUE AU,,831181,846886
YUNG SHUE AU,,831335,847009
YUNG SHUE AU,,831368,847107
YUNG SHUE AU,,831422,847328
YUNG SHUE AU,,831508,847346
YUNG SHUE AU,,831626,847523
YUNG SHUE AU,,831682,847859
YUNG SHUE AU,,831710,848030
YUNG SHUE AU,,831677,848104
YUNG SHUE AU,,831782,848236
CHEUNG SHEUNG,,832060,849742
"NGONG PING, MA ON SHAN",,827950,844075
KOWLOON BAY,,820969,839186
KOWLOON BAY,,821445,839363
CHOI HUNG ESTATE,,821675,839456
KAI TAK BRIDGE,,819682,839393
SHING FUNG ROAD,,819293,839540
SHING FUNG ROAD,,818964,840006
SHING FUNG ROAD,,819353,839119
KAI TAK RUNWAY PARK,,818419,840426
CONCORDE ROAD,,821431,838356
OLYMPIC AVENUE,,820891,837737
SUNG WONG TOI ROAD,,820364,838014
KWUN TONG PUBLIC PIER,,818861,840745
LOK MA CHAU ROAD,,841120,826195
"BORDER ROAD, LOK MA CHAU",,841841,826563
"BORDER ROAD, PING HANG",,842208,827012
"BORDER ROAD, TSE KOO HANG",,842638,827623
SHUN YEE SAN TSUEN,,842558,828173
LIU POK ROAD,,842726,828484
LIU POK ROAD,,842980,828679
"BORDER ROAD, LO WU",,843167,829010
LO WU STATION,,843252,829684
LO WU STATION,,843244,829764
LO WU STATION,,843358,829785
"BORDER ROAD, YUEN LENG CHAI",,843818,830371
"YUEN LENG CHAI, MAN KAM TO",,843831,830382
"BORDER ROAD, MAN KAM TO",,844153,830887
MAN KAM TO,,844358,831015
MUK WU,,844559,831650
MUK WU,,844593,831946
LIN MA HANG ROAD,,844580,832763
"LIN MA HANG ROAD, TA KWU LING",,844565,833430
LIN MA HANG ROAD,,844930,833632
LIN MA HANG ROAD,,845465,833777
"LIN MA HANG ROAD, PAK FU SHAN",,846266,834808
"LIN MA HANG ROAD, HEUNG YUEN WAI",,846481,835500
"LIN MA HANG ROAD, WANG LEK",,846272,836334
"LIN MA HANG ROAD, WANG LEK",,846021,836698
"LIN MA HANG ROAD, SAN KWAI TIN",,846105,837830
"LIN MA HANG ROAD, SAN KWAI TIN",,846175,838240
"LIN MA HANG ROAD, PAK KUNG AU",,846302,838638
LIN MA HANG ROAD,,846192,839343
"LIN MA HANG ROAD, SHA TAU KOK",,845974,840065
"LIN MA HANG ROAD, SHA TAU KOK",,845859,840374
SHAN TSUI,,845559,841014
SHA TAU KOK POST OFFICE,,845104,841149
SHA TAU KOK ROAD - SHEK CHUNG AU,,845042,840652
SHA TAU KOK ROAD - SHEK CHUNG AU,,844693,840319
SHA TAU KOK ROAD - SHEK CHUNG AU,,844228,839910
SHA TAU KOK ROAD - SHEK CHUNG AU,,843986,839597
LUK KENG ROAD,,842728,839597
LUK KENG ROAD,,842862,839916
BRIDE'S POOL ROAD,,842706,840268
"BRIDE'S POOL ROAD, TAI PO",,842578,840794
"BRIDE'S POOL ROAD, TAI PO",,842403,841198
BRIDE'S POOL ROAD,,842067,841630
"BRIDE'S POOL ROAD, TAI PO",,841668,841931
BRIDE'S POOL ROAD,,841190,842181
BRIDE'S POOL ROAD,,840623,842229
"BRIDE'S POOL ROAD, TAI PO",,840306,842476
"BRIDE'S POOL ROAD, TAI PO",,840030,842665
"BRIDE'S POOL ROAD, TAI PO",,839534,842872
"BRIDE'S POOL ROAD, TAI PO",,839051,842942
"BRIDE'S POOL ROAD, TAI PO",,838646,843138
"BRIDE'S POOL ROAD, TAI PO",,838137,843064
"BRIDE'S POOL ROAD, TAI PO",,837740,842705
"BRIDE'S POOL ROAD, TAI PO",,837450,842370
"TING KOK ROAD, TAI PO",,837055,842052
"TING KOK ROAD, TAI PO",,836955,841587
"TING KOK ROAD, TAI PO",,836886,841000
"TING KOK ROAD, TAI PO",,836999,840301
"TING KOK ROAD, TAI PO",,836774,839741
"TING KOK ROAD, TAI PO",,836177,839536
TING KOK ROAD,,835714,839140
"TING KOK ROAD, TAI PO",,835528,838417
"TING KOK ROAD, TAI PO",,835832,837689
"HA HANG, TAI PO",,835966,837264
"TING KOK ROAD, TAI PO",,835532,836798
"YUEN SHIN ROAD, TAI PO",,835211,836358
"YUEN SHIN PARK, TAI PO",,834640,836309
TAI PO ROAD - TAI PO KAU,,833625,836504
TAI PO ROAD - YUEN CHAU TSAI,,834055,836168
"PO HEUNG STREET, TAI PO",,834404,835244
"TING KOK ROAD, TAI PO",,834653,835023
TAI PO ROAD - TAI WO,,834882,834285
TAI PO ROAD - TAI WO,,835466,833568
CASTLE PEAK ROAD - TAM MI,,834232,823174
"SAN TAM ROAD, YUEN LONG",,834720,823295
CASTLE PEAK ROAD - TAM MI,,835307,823353
"SAN TAM ROAD, MO FAN HEUNG",,835755,823548
"SAN TAM ROAD, NGAU TAM MI",,836161,823635
"SAN TAM ROAD, YUEN LONG",,836713,823790
"CHUK YUEN TSUEN, SAN TIN",,837375,823842
CASTLE PEAK ROAD - MAI PO,,838007,824049
CASTLE PEAK ROAD - MAI PO,,838565,824074
CASTLE PEAK ROAD - MAI PO,,839092,824345
CASTLE PEAK ROAD - SAN TIN,,839460,824449
CASTLE PEAK ROAD - SAN TIN,,839648,824896
CASTLE PEAK ROAD - SAN TIN,,839484,825565
LOK MA CHAU ROAD,,840430,826589
CASTLE PEAK ROAD - CHAU TAU,,840560,827246
KWU TUNG ROAD,,840450,827843
"KWU TUNG ROAD, SHEUNG SHUI",,840348,828236
"KAM HANG ROAD, SHEUNG SHUI",,840073,829146
CASTLE PEAK ROAD - KWU TUNG,,840287,829537
CASTLE PEAK ROAD - KWU TUNG,,840251,830041
"FAN KAM ROAD, SHEUNG SHUI",,840026,830726
CHOI PO COURT,,840331,830840
"KA FU CLOSE, SHEUNG SHUI",,840730,830851
JOCKEY CLUB ROAD,,840282,831746
JOCKEY CLUB ROAD,,839818,832300
"JOCKEY CLUB ROAD, FANLING",,839500,832485
"JOCKEY CLUB ROAD, FANLING",,839234,832926
"JOCKEY CLUB ROAD, FANLING",,839015,833063
"TAI WO SERVICE RD WEST, FANLING",,838410,833552
"TAI WO SERVICE RD WEST, TAI PO",,837980,833835
TAI WO SERVICE ROAD WEST,,837367,833889
"TAI WO SERVICE ROAD WEST, TAI PO",,836903,833819
"TAI WO SERVICE ROAD WEST, TAI PO",,836566,833739
"LAM KAM ROAD, TAI PO",,835358,832950
"LAM KAM ROAD, TAI PO",,835118,832704
"LAM KAM ROAD, TAI PO",,834724,832448
LAM KAM ROAD,,834457,832033
"LAM KAM ROAD, TAI PO",,833777,831367
"LAM KAM ROAD, TAI PO",,833585,831202
"LAM KAM ROAD, TAI PO",,833421,830926
"LAM KAM ROAD, TAI PO",,833200,830661
"LAM KAM ROAD, TAI PO",,832971,830462
"LAM KAM ROAD, TAI PO",,832684,830105
"LAM KAM ROAD, TAI PO",,832635,829924
"LAM KAM ROAD, KAM TIN",,832449,829341
"KAM TIN ROAD, SHEK KONG",,832495,828725
TAI LAM CHUNG ROAD,,824861,820127
CASTLE PEAK ROAD - TAI LAM,,825043,819524
CASTLE PEAK ROAD - TAI LAM,,825240,818588
"TSING FAT STREET, SIU LAM",,825095,818151
CASTLE PEAK ROAD - TAI LAM,,825444,818019
"BEAULIEU PENINSULA, TUEN MUN",,825315,817660
"TSING LUNG ROAD, TUEN MUN",,825243,817302
CASTLE PEAK ROAD - SO KWUN WAT,,825641,817551
CASTLE PEAK ROAD - CASTLE PEAK BAY,,826083,817098
CASTLE PEAK ROAD - CASTLE PEAK BAY,,826271,816600
"TSING YUNG STREET, TUEN MUN",,826471,816487
"TSING BIK STREET, TUEN MUN",,826539,816114
CASTLE PEAK ROAD - CASTLE PEAK BAY,,826630,816097
"SAM SHING ESTATE, TUEN MUN",,826943,815862
"SAM SHING ESTATE, TUEN MUN",,827001,815853
"TSUI NING GARDEN, TUEN MUN",,827231,815469
"ON TING ESTATE, TUEN MUN",,827429,815540
"TUEN MUN TOWN HALL, TUEN MUN",,827883,815529
CASTLE PEAK ROAD - SAN HUI,,828452,815797
"WONG KA WAI, TUEN MUN",,828990,815791
"TSENG CHOI STREET, TUEN MUN",,829474,815873
"TUEN MUN ROAD, TUEN MUN",,830331,815937
CASTLE PEAK ROAD - LAM TEI,,830865,816125
CASTLE PEAK ROAD - LAM TEI,,831420,816507
CASTLE PEAK ROAD - HUNG SHUI KIU,,831912,816915
"TIN HA ROAD, CHUNG UK TSUEN",,832375,817289
HUNG SHUI KIU,,832669,817804
CASTLE PEAK ROAD - HUNG SHUI KIU,,832901,818132
CASTLE PEAK ROAD - PING SHAN,,833252,818607
CASTLE PEAK ROAD - PING SHAN,,833530,819040
CASTLE PEAK ROAD - PING SHAN,,833704,819337
"SHAN HA ROAD, YUEN LONG",,833814,819840
YUEN LONG DISTRICT OFFICE BUILDING,,833949,820383
"CHEONG SHING PATH, YUEN LONG",,833750,820695
"TAI TONG ROAD, YUEN LONG",,833804,821015
CASTLE PEAK ROAD - YUEN LONG,,833947,821385
CASTLE PEAK ROAD - YUEN LONG,,833911,821718
CASTLE PEAK ROAD - YUEN LONG,,833907,822235
CASTLE PEAK ROAD - YUEN LONG,,833831,822695
CASTLE PEAK ROAD - YUEN LONG,,833852,822970
"KAM TIN ROAD, HA KO PO TSUEN",,833644,823389
"KAM TIN ROAD, KO PO TSUEN",,833439,823880
"KAM TIN ROAD, KAM TIN",,833382,825250
"KAM TIN ROAD, KAM TIN",,833418,825742
"KAM TIN ROAD, KAM TIN",,833451,826267
WANG TOI SHAN SHAN TSUEN ROAD,,833628,826893
"KAM TIN ROAD, KAM TIN",,833224,827811
"KAM TIN ROAD, KAM TIN",,833183,828110
"KAM TIN ROAD, KAM TIN",,832983,828443
"ROUTE TWISK, SHEK KONG",,832213,829054
"ROUTE TWISK, SHEK KONG",,831973,829226
"ROUTE TWISK, SHEK KONG",,831751,829370
"ROUTE TWISK, SHEK KONG",,831604,829560
"ROUTE TWISK, SHEK KONG",,831323,829536
"ROUTE TWISK, SHEK KONG",,831258,829725
"ROUTE TWISK, SHEK KONG",,831292,830065
"ROUTE TWISK, SHEK KONG",,831219,830091
"ROUTE TWISK, SHEK KONG",,831055,829986
ROUTE TWISK,,830895,829836
ROUTE TWISK,,830592,829603
"ROUTE TWISK, SHEK KONG",,830440,829468
"ROUTE TWISK, SHEK KONG",,830298,829265
"ROUTE TWISK, SHEK KONG",,830146,829087
"ROUTE TWISK, SHEK KONG",,829959,828867
ROUTE TWISK,,829677,828912
"SIU HONG COURT, TUEN MUN",,830536,815740
TIN KING ROAD,,829518,814508
"SHEK PAI TAU ROAD, TUEN MUN",,829124,814650
"SHAN KING ESTATE, TUEN MUN",,828588,814680
"LUNG MUN ROAD, TUEN MUN",,827382,814453
"LUNG MUN ROAD, TUEN MUN",,826690,814189
LUNG MUN ROAD,,826220,813682
"LUNG MUN ROAD, TUEN MUN",,825797,813299
LUNG FU ROAD,,825660,812890
"HO WAN STREET, TUEN MUN",,825293,812590
"LUNG MUN ROAD, TUEN MUN",,825288,812367
"LUNG MUN ROAD, TUEN MUN",,825523,811662
"LUNG MUN ROAD, TUEN MUN",,825650,811253
"SIU LANG SHUI ROAD, TUEN MUN",,825782,810883
"SIU LANG SHUI ROAD, TUEN MUN",,825780,811209
"LUNG MUN ROAD, TUEN MUN",,825995,810420
LUNG KWU TAN ROAD,,826659,810084
LUNG KWU TAN ROAD,,827163,809910
LUNG KWU TAN ROAD,,827934,809781
LUNG KWU TAN ROAD,,828497,809713
LUNG KWU TAN ROAD,,829110,809551
"LUNG KWU TAN ROAD, TUEN MUN",,829564,809547
"NIM WAN ROAD, TUEN MUN",,829967,809470
"NIM WAN ROAD, LUNG KWU TAN",,830293,809503
"NIM WAN ROAD, TSANG TSUI",,830614,809912
"NIM WAN ROAD, TSANG TSUI",,830841,810150
"NIM WAN ROAD, TSANG TSUI",,831180,810454
"NIM WAN ROAD, TAI SHUI HANG",,831622,810930
"NIM WAN ROAD, TAI SHUI HANG",,831789,811652
"NIM WAN ROAD, TAI SHUI HANG",,831156,811803
"NIM WAN ROAD, TAI SHUI HANG",,831230,811881
"NIM WAN ROAD, TAI SHUI HANG",,831464,812089
"NIM WAN ROAD, HA PAK NAI",,831520,812330
"NIM WAN ROAD, HA PAK NAI",,831824,812494
"NIM WAN ROAD, HA PAK NAI",,832011,812560
"NIM WAN ROAD, PAK NAI",,832240,812710
"NIM WAN ROAD, HA PAK NAI",,832470,812530
"NIM WAN ROAD, LAU FAU SHAN",,833270,812810
"NIM WAN ROAD, LAU FAU SHAN",,833520,812855
"NIM WAN ROAD, SHEUNG PAK NAI",,833695,813239
"NIM WAN ROAD, SHEUNG PAK NAI",,833982,813597
"NIM WAN ROAD, SHEUNG PAK NAI",,834113,813720
"DEEP BAY ROAD, NGAU HOM SHA",,834611,814402
"DEEP BAY ROAD, NGAU HOM SHA",,834775,814756
"DEEP BAY ROAD, NGAU HOM SHEK",,835362,815729
"DEEP BAY ROAD, SHA KONG TSUEN",,835810,816047
DEEP BAY ROAD,,837559,817452
DEEP BAY ROAD,,837906,817643
DEEP BAY ROAD,,838335,817735
DEEP BAY ROAD,,838588,817953
TSIM BEI TSUI,,838527,819253
TSIM BEI TSUI,,838150,819246
"BORDER ROAD, TSIM BEI TSUI",,837741,819198
"BORDER ROAD, TSIM BEI TSUI",,837213,819257
"BORDER ROAD, YUEN LONG",,837615,820118
"BORDER ROAD, TSIM BEI TSUI",,837390,820537
"BORDER ROAD, YUEN LONG",,836956,820981
"WANG CHAU, YUEN LONG",,836390,820530
"FUK HI STREET, WANG CHAU",,835511,820440
"FUK HI STREET, YUEN LONG",,834998,820539
"WANG LOK STREET, YUEN LONG",,834686,820882
YUEN LONG ON NING ROAD,,834094,820700
"HI LEE PATH, YUEN LONG",,834072,820700
"FAN KAM ROAD, SHEUNG CHE TSUEN",,834449,828072
"FAN KAM ROAD, A KUNG TIN",,834965,828209
"FAN KAM ROAD, A KUNG TIN",,835479,828450
FAN KAM ROAD,,836131,829066
FAN KAM ROAD,,836599,829268
FAN KAM ROAD,,837650,829602
FAN KAM ROAD,,838049,829668
"FAN KAM ROAD, SHEUNG SHUI",,838954,830101
"FAN KAM ROAD, SHEUNG SHUI",,839225,830381
"FAN KAM ROAD, SHEUNG SHUI",,839754,830730
"ON LOK MUN STREET, FANLING",,839773,832847
SHA TAU KOK ROAD - LUNG YEUK TAU,,840361,833322
"LUNG MA ROAD, FANLING",,840782,833962
SHA TAU KOK RD-LUNG YEUK TAU,,841108,834465
SHA TAU KOK ROAD - MA MEI HA,,841304,834919
"PING CHE ROAD, FANLING",,841596,835299
SHA TAU KOK ROAD - MA MEI HA,,842259,836209
SHA TAU KOK ROAD - WO HANG,,842437,836845
SHA TAU KOK ROAD - WO HANG,,842726,837400
SHA TAU KOK ROAD - WO HANG,,842858,837983
SHA TAU KOK ROAD - WO HANG,,843340,838536
SHA TAU KOK ROAD - SHEK CHUNG AU,,843519,839036
"PING CHE ROAD, FANLING",,842039,835140
"PING CHE ROAD, FANLING",,842577,834737
"PING CHE ROAD, FANLING",,843176,834300
"PING CHE ROAD, FANLING",,843567,833865
"PING CHE ROAD, FANLING",,844068,833574
TAI PO ROAD - TAI PO KAU,,832995,836915
TSUNG TSAI YUEN,,832587,837258
TAI PO ROAD - TAI PO KAU,,832424,838070
CHEUNG SHUE TAN ROAD,,831922,838298
TAI PO ROAD - TAI PO KAU,,831348,838258
TAI PO ROAD - MA LIU SHUI,,830681,839222
TAI PO ROAD - MA LIU SHUI,,830103,839706
"HO TUNG LAU, SHA TIN",,829390,839145
TAI PO ROAD - SHA TIN,,828691,838804
"YUEN WO ROAD, SHA TIN",,828010,838535
"LEK YUEN ESTATE, SHA TIN",,827502,837806
"MAN LAM ROAD, TAI WAI",,826579,837198
"TAI CHUNG KIU ROAD, SHA TIN",,826248,837454
"TAI CHUNG KIU ROAD, SHA TIN",,827796,839040
"ON KING STREET, SHEK MUN",,828105,839310
"ON KING STREET, SHEK MUN",,828395,839610
"A KUNG KOK STREET, MA ON SHAN",,828698,839837
"A KUNG KOK STREET, MA ON SHAN",,829121,840161
"A KUNG KOK STREET, MA ON SHAN",,829406,840635
"MUI TSZ LAM ROAD, MA ON SHAN",,829415,840890
"HANG TAI ROAD, TAI SHUI HANG",,829856,840922
"SUI TAI ROAD, MA ON SHAN",,830330,841051
"KAM ON COURT, MA ON SHAN",,830819,841322
SAI SHA ROAD,,831561,841540
"SAI SHA ROAD, MA ON SHAN",,831822,842185
"KAM YING ROAD, MA ON SHAN",,831886,842711
"LEE ON ESTATE, MA ON SHAN",,832037,842891
WU KAI SHA,,832400,843270
TAI WAI,,826131,836673
"TAI WAI, SHA TIN",,826227,836235
"CHIK WAN STREET, TAI WAI",,825805,836105
"TAI WAI NEW VILLAGE, TAI WAI",,826019,836031
TAI PO ROAD - SHA TIN HEIGHTS,,825484,835640
TAI PO ROAD - SHA TIN HEIGHTS,,825208,835332
TAI PO ROAD - SHA TIN HEIGHTS,,824966,835067
TAI PO ROAD - SHA TIN HEIGHTS,,824518,834690
TAI PO ROAD - SHA TIN HEIGHTS,,823857,834293
"LEUNG KING ESTATE, TUEN MUN",,829601,813948
"TIN KING ESTATE, TUEN MUN",,829710,814380
"MING KUM ROAD, TUEN MUN",,829985,814667
"TSUN WEN ROAD, TUEN MUN",,829610,815210
MA ON SHAN TSUEN ROAD,,829831,842465
MA ON SHAN TSUEN ROAD,,829414,842740
MA ON SHAN COUNTRY TRAIL,,829104,843331
MAU PING,,827087,843424
MUI TSZ LAM ROAD,,828197,842081
MUI TSZ LAM ROAD,,829080,841401
"CHEUNG LEK, FANLING",,838159,829198
"CHEUNG LEK, FANLING",,838414,828576
"CHEUNG LEK, FANLING",,838216,828431
"CHEUNG LEK, FANLING",,838198,828439
"HUNG LUNG HANG, FANLING",,843559,833390
"HUNG LUNG HANG, FANLING",,843196,832930
"HUNG LUNG HANG, FANLING",,843041,832609
"HUNG LUNG HANG, FANLING",,843048,832571
"WO HOP SHEK, FANLING",,838005,832890
"KIU TAU ROAD, FANLING",,837985,833499
"WO HING ROAD, FANLING",,838367,833088
"WO HOP SHEK CEMETERY, FANLING",,837549,833355
"WO HOP SHEK CEMETERY, FANLING",,837201,832711
"WO HOP SHEK CEMETERY, FANLING",,836972,832344
"WO HOP SHEK CEMETERY, FANLING",,836728,831773
"WO HOP SHEK CEMETERY, FANLING",,836536,831457
"WO KENG SHAN ROAD, FANLING",,842714,836547
"WO KENG SHAN, FANLING",,843334,836488
"WO KENG SHAN, FANLING",,843611,836660
"WO KENG SHAN, FANLING",,843641,836619
Cheung Shue Tan,,831843,838630
Cheung Shue Tan,,831958,838765
"Chinese University, Shatin",,831188,839274
"Chinese University, Shatin",,831032,839466
"Chinese University, Shatin",,830894,839914
Ma Liu Shui,,830207,839749
"HUNG FA LENG, TA KWU LING",,844625.045,837623.362
KAT O CHAU,,845363.016,849169.878
PORT ISLAND,,840326.115,855068.462
SAI KUNG EAST,,832366.405,856793.009
SAI KUNG WEST,,832962.621,849606.631
"PAT SIN LENG, TAI PO",,838381.226,842150.789
"KAU LUNG HANG SHAN, TAI PO",,837367.172,835614.056
TAI MO SHAN,,830087.797,830876.893
TSUNG TSAI YUEN,,831954.598,837436.525
HIGH ISLAND,,825035.797,853571.241
